station	time	tresurs0	rre150z0	sre000z0	fu3010z0
BER	202402230140	3.2	0.0	0	13.0
BER	202402230150	3.0	0.0	0	18.4
BER	202402230200	2.7	0.0	0	15.5
BER	202402230210	2.7	0.0	0	12.6
BER	202402230220	2.5	0.0	0	12.2
BER	202402230230	2.4	0.0	0	12.2
BER	202402230240	2.2	0.0	0	11.2
BER	202402230250	2.1	0.0	0	10.1
BER	202402230300	2.1	0.0	0	8.3
BER	202402230310	2.1	0.0	0	11.9
BER	202402230320	1.9	0.0	0	13.7
BER	202402230330	1.6	0.0	0	11.2
BER	202402230340	1.6	0.0	0	10.1
BER	202402230350	1.2	0.0	0	10.1
BER	202402230400	1.1	0.0	0	9.4
BER	202402230410	1.0	0.0	0	9.0
BER	202402230420	0.8	0.0	0	8.6
BER	202402230430	0.2	0.0	0	6.1
BER	202402230440	0.1	0.0	0	4.7
BER	202402230450	0.1	0.0	0	3.2
BER	202402230500	-0.1	0.0	0	5.8
BER	202402230510	-0.6	0.0	0	5.8
BER	202402230520	-0.6	0.0	0	6.1
BER	202402230530	-0.6	0.0	0	6.8
BER	202402230540	-0.7	0.0	0	4.3
BER	202402230550	-1.1	0.0	0	3.6
BER	202402230600	-0.9	0.0	0	4.3
BER	202402230610	-0.9	0.0	0	3.2
BER	202402230620	-1.9	0.0	0	3.6
BER	202402230630	-2.1	0.0	0	5.0
BER	202402230640	-2.3	0.0	0	5.4
BER	202402230650	-2.3	0.0	0	5.0
BER	202402230700	-2.1	0.0	0	5.0
BER	202402230710	-2.1	0.0	0	4.3
BER	202402230720	-1.6	0.0	4	2.9
BER	202402230730	-1.4	0.0	2	4.3
BER	202402230740	-0.4	0.0	9	3.6
BER	202402230750	0.7	0.0	10	2.9
BER	202402230800	5.0	0.0	10	1.1
BER	202402230810	7.6	0.0	10	0.7
BER	202402230820	8.2	0.0	10	0.4
BER	202402230830	9.0	0.0	10	3.2
BER	202402230840	8.7	0.0	10	1.8
BER	202402230850	9.7	0.0	10	4.3
BER	202402230900	10.1	0.0	10	6.8
BER	202402230910	11.0	0.0	10	4.7
BER	202402230920	12.9	0.0	10	3.2
BER	202402230930	13.7	0.0	10	8.3
BER	202402230940	13.3	0.0	9	6.8
BER	202402230950	12.2	0.0	8	7.6
BER	202402231000	11.6	0.0	8	10.1
BER	202402231010	11.6	0.0	7	12.6
BER	202402231020	10.9	0.0	6	10.8
BER	202402231030	13.0	0.0	10	11.5
BER	202402231040	15.0	0.0	10	13.0
BER	202402231050	14.3	0.0	8	14.0
BER	202402231100	13.1	0.0	9	15.5
BER	202402231110	14.7	0.0	8	11.2
BER	202402231120	14.9	0.0	10	12.6
BER	202402231130	14.9	0.0	10	17.6
BER	202402231140	13.0	0.0	6	19.4
BER	202402231150	12.3	0.0	8	17.3
BER	202402231200	11.8	0.0	6	14.0
BER	202402231210	11.8	0.0	7	16.6
BER	202402231220	11.7	0.0	8	17.3
BER	202402231230	14.6	0.0	10	19.1
BER	202402231240	16.0	0.0	7	16.2
BER	202402231250	10.2	0.0	0	16.6
BER	202402231300	10.6	0.0	7	17.6
BER	202402231310	13.4	0.0	10	23.8
BER	202402231320	13.6	0.0	10	18.0
BER	202402231330	13.8	0.0	10	19.8
BER	202402231340	13.9	0.0	9	18.4
BER	202402231350	11.1	0.0	6	20.2
BER	202402231400	12.9	0.0	8	16.6
BER	202402231410	10.5	0.0	4	15.1
BER	202402231420	8.6	0.0	1	15.5
BER	202402231430	8.7	0.0	2	15.8
BER	202402231440	8.9	0.0	0	18.4
BER	202402231450	8.4	0.0	0	9.4
BER	202402231500	8.1	0.0	2	13.3
BER	202402231510	8.5	0.0	6	11.9
BER	202402231520	8.1	0.0	8	11.9
BER	202402231530	6.9	0.0	0	8.6
BER	202402231540	6.1	0.0	0	10.8
BER	202402231550	6.5	0.0	2	8.6
BER	202402231600	6.4	0.0	0	5.4
BER	202402231610	6.3	0.0	0	5.0
BER	202402231620	5.8	0.0	0	2.5
BER	202402231630	5.4	0.0	0	1.4
BER	202402231640	5.2	0.0	0	1.8
BER	202402231650	4.6	0.0	0	0.7
BER	202402231700	3.6	0.0	0	1.1
BER	202402231710	3.0	0.0	0	1.1
BER	202402231720	3.0	0.0	0	0.7
BER	202402231730	3.0	0.0	0	0.4
BER	202402231740	2.7	0.0	0	0.4
BER	202402231750	2.3	0.0	0	1.8
BER	202402231800	1.9	0.0	0	0.7
BER	202402231810	2.0	0.0	0	1.4
BER	202402231820	2.0	0.0	0	1.4
BER	202402231830	2.4	0.0	0	1.8
BER	202402231840	2.6	0.0	0	1.1
BER	202402231850	2.7	0.0	0	2.2
BER	202402231900	2.3	0.0	0	0.7
BER	202402231910	2.1	0.0	0	1.1
BER	202402231920	1.9	0.0	0	3.6
BER	202402231930	2.0	0.0	0	4.3
BER	202402231940	2.3	0.0	0	4.3
BER	202402231950	2.6	0.0	0	4.7
BER	202402232000	2.9	0.0	0	6.1
BER	202402232010	3.2	0.0	0	8.3
BER	202402232020	3.3	0.0	0	9.0
BER	202402232030	2.8	0.0	0	6.5
BER	202402232040	1.9	0.0	0	6.8
BER	202402232050	1.8	0.0	0	6.8
BER	202402232100	1.9	0.0	0	5.4
BER	202402232110	1.2	0.0	0	4.3
BER	202402232120	0.4	0.0	0	5.4
BER	202402232130	-0.3	0.0	0	4.7
BER	202402232140	-0.9	0.0	0	3.6
BER	202402232150	-1.3	0.0	0	3.2
BER	202402232200	-1.6	0.0	0	3.6
BER	202402232210	-0.8	0.0	0	4.3
BER	202402232220	-0.7	0.0	0	2.9
BER	202402232230	-1.4	0.0	0	2.2
BER	202402232240	-0.7	0.0	0	2.5
BER	202402232250	0.7	0.0	0	3.6
BER	202402232300	1.5	0.0	0	4.3
BER	202402232310	1.6	0.0	0	3.6
BER	202402232320	0.7	0.0	0	3.6
BER	202402232330	1.0	0.0	0	4.0
BER	202402232340	1.8	0.0	0	5.0
BER	202402232350	1.3	0.0	0	2.5
BER	202402240000	0.6	0.0	0	4.0
BER	202402240010	0.0	0.0	0	3.6
BER	202402240020	-0.3	0.0	0	3.2
BER	202402240030	-0.6	0.0	0	3.6
BER	202402240040	-0.7	0.0	0	5.0
BER	202402240050	-0.3	0.0	0	3.2
BER	202402240100	0.0	0.0	0	3.6
BER	202402240110	0.4	0.0	0	3.6
BER	202402240120	0.8	0.0	0	4.0
BER	202402240130	1.4	0.0	0	7.6
BER	202402240140	2.0	0.0	0	13.0
BER	202402240150	2.0	0.0	0	11.5
BER	202402240200	2.0	0.0	0	9.4
BER	202402240210	1.9	0.0	0	11.2
BER	202402240220	2.2	0.0	0	15.8
BER	202402240230	2.3	0.0	0	18.4
BER	202402240240	2.2	0.0	0	17.3
BER	202402240250	2.2	0.1	0	18.4
BER	202402240300	2.2	0.0	0	19.4
BER	202402240310	2.1	0.1	0	19.8
BER	202402240320	2.1	0.0	0	19.1
BER	202402240330	2.1	0.0	0	15.5
BER	202402240340	2.1	0.0	0	9.0
BER	202402240350	1.7	0.0	0	5.4
BER	202402240400	1.3	0.0	0	5.4
BER	202402240410	1.4	0.0	0	7.9
BER	202402240420	1.5	0.0	0	5.4
BER	202402240430	1.3	0.0	0	6.8
BER	202402240440	1.4	0.0	0	15.1
BER	202402240450	1.5	0.0	0	14.8
BER	202402240500	1.2	0.0	0	10.8
BER	202402240510	1.0	0.0	0	11.2
BER	202402240520	1.2	0.0	0	15.1
BER	202402240530	1.1	0.0	0	10.4
BER	202402240540	0.9	0.0	0	9.0
BER	202402240550	0.8	0.0	0	8.6
BER	202402240600	0.2	0.0	0	8.3
BER	202402240610	-0.3	0.0	0	7.9
BER	202402240620	-0.6	0.0	0	6.1
BER	202402240630	-0.7	0.0	0	7.6
BER	202402240640	-0.5	0.0	0	7.9
BER	202402240650	-0.6	0.0	0	5.8
BER	202402240700	-0.4	0.0	0	6.1
BER	202402240710	-0.4	0.0	0	5.4
BER	202402240720	-0.2	0.0	0	4.7
BER	202402240730	-0.1	0.0	1	3.6
BER	202402240740	0.4	0.0	0	5.0
BER	202402240750	1.0	0.0	2	6.5
BER	202402240800	5.0	0.0	10	5.0
BER	202402240810	6.8	0.0	10	5.8
BER	202402240820	8.2	0.0	10	6.1
BER	202402240830	8.0	0.0	10	7.9
BER	202402240840	8.1	0.0	10	6.8
BER	202402240850	9.8	0.0	8	6.8
BER	202402240900	9.8	0.0	5	4.7
BER	202402240910	7.6	0.0	6	12.6
BER	202402240920	9.2	0.0	9	14.4
BER	202402240930	10.2	0.0	7	10.8
BER	202402240940	9.7	0.0	6	11.5
BER	202402240950	9.1	0.0	4	13.0
BER	202402241000	10.2	0.0	3	13.0
BER	202402241010	10.3	0.0	2	10.4
BER	202402241020	10.0	0.0	3	14.4
BER	202402241030	9.3	0.0	2	12.6
BER	202402241040	9.6	0.0	1	10.1
BER	202402241050	8.9	0.0	1	11.5
BER	202402241100	8.8	0.0	1	9.4
BER	202402241110	10.7	0.0	4	14.4
BER	202402241120	11.6	0.0	5	18.0
BER	202402241130	10.0	0.0	0	16.6
BER	202402241140	10.0	0.0	2	15.1
BER	202402241150	8.5	0.0	0	14.8
BER	202402241200	8.9	0.0	0	14.8
BER	202402241210	9.9	0.0	0	11.5
BER	202402241220	10.3	0.0	0	10.8
BER	202402241230	9.2	0.0	0	15.8
BER	202402241240	8.4	0.0	0	19.8
BER	202402241250	8.6	0.0	0	18.7
BER	202402241300	8.7	0.0	0	15.8
BER	202402241310	8.3	0.0	0	19.1
BER	202402241320	8.6	0.0	0	15.1
BER	202402241330	9.9	0.0	1	13.3
BER	202402241340	13.9	0.0	9	13.0
BER	202402241350	14.6	0.0	8	17.6
BER	202402241400	11.1	0.0	1	13.0
BER	202402241410	8.9	0.0	0	13.0
BER	202402241420	7.9	0.0	0	14.4
BER	202402241430	8.3	0.0	0	14.4
BER	202402241440	7.8	0.0	0	16.9
BER	202402241450	7.1	0.0	0	13.0
BER	202402241500	7.2	0.0	0	13.3
BER	202402241510	7.0	0.0	0	14.0
BER	202402241520	6.8	0.0	0	15.1
BER	202402241530	6.7	0.0	0	13.3
BER	202402241540	6.3	0.0	0	14.0
BER	202402241550	6.2	0.0	0	10.1
BER	202402241600	6.0	0.0	0	11.9
BER	202402241610	5.6	0.0	0	7.9
BER	202402241620	5.1	0.0	0	9.7
BER	202402241630	4.7	0.0	5	7.9
BER	202402241640	4.7	0.0	10	8.3
BER	202402241650	4.4	0.0	10	10.8
BER	202402241700	4.2	0.0	4	15.1
BER	202402241710	3.3	0.0	0	10.1
BER	202402241720	2.4	0.0	0	9.4
BER	202402241730	2.1	0.0	0	9.4
BER	202402241740	1.1	0.0	0	4.0
BER	202402241750	0.3	0.0	0	5.4
BER	202402241800	0.1	0.0	0	4.3
BER	202402241810	-0.6	0.0	0	5.0
BER	202402241820	-1.0	0.0	0	5.4
BER	202402241830	-0.7	0.0	0	7.2
BER	202402241840	-0.8	0.0	0	4.7
BER	202402241850	-1.3	0.0	0	4.7
BER	202402241900	-1.4	0.0	0	5.8
BER	202402241910	-1.5	0.0	0	4.7
BER	202402241920	-2.1	0.0	0	4.0
BER	202402241930	-2.5	0.0	0	3.2
BER	202402241940	-2.4	0.0	0	6.5
BER	202402241950	-1.8	0.0	0	7.9
BER	202402242000	-1.9	0.0	0	4.7
BER	202402242010	-2.4	0.0	0	5.0
BER	202402242020	-2.7	0.0	0	5.0
BER	202402242030	-2.7	0.0	0	4.7
BER	202402242040	-3.0	0.0	0	4.7
BER	202402242050	-3.2	0.0	0	3.2
BER	202402242100	-3.4	0.0	0	2.5
BER	202402242110	-3.7	0.0	0	1.4
BER	202402242120	-4.0	0.0	0	0.7
BER	202402242130	-4.1	0.0	0	1.4
BER	202402242140	-4.4	0.0	0	1.8
BER	202402242150	-4.6	0.0	0	2.2
BER	202402242200	-4.7	0.0	0	1.8
BER	202402242210	-4.6	0.0	0	0.7
BER	202402242220	-4.7	0.0	0	0.7
BER	202402242230	-4.9	0.0	0	1.1
BER	202402242240	-4.9	0.0	0	2.5
BER	202402242250	-4.9	0.0	0	1.4
BER	202402242300	-4.8	0.0	0	2.5
BER	202402242310	-5.1	0.0	0	0.7
BER	202402242320	-5.2	0.0	0	0.0
BER	202402242330	-5.4	0.0	0	0.4
BER	202402242340	-5.3	0.0	0	0.7
BER	202402242350	-5.5	0.0	0	0.7
BER	202402250000	-5.4	0.0	0	1.4
BER	202402250010	-5.4	0.0	0	2.9
BER	202402250020	-5.3	0.0	0	3.2
BER	202402250030	-5.6	0.0	0	0.7
BER	202402250040	-5.6	0.0	0	1.4
BER	202402250050	-5.6	0.0	0	1.4
BER	202402250100	-5.8	0.0	0	1.1
BER	202402250110	-5.8	0.0	0	2.2
BER	202402250120	-5.7	0.0	0	1.4
BER	202402250130	-5.7	0.0	0	0.4
BER	202402250140	-5.7	0.0	0	0.4
BER	202402250150	-5.8	0.0	0	1.1
BER	202402250200	-5.8	0.0	0	1.8
BER	202402250210	-5.7	0.0	0	3.6
BER	202402250220	-5.7	0.0	0	2.9
BER	202402250230	-5.8	0.0	0	2.2
BER	202402250240	-5.7	0.0	0	2.5
BER	202402250250	-5.7	0.0	0	2.9
BER	202402250300	-5.7	0.0	0	4.3
BER	202402250310	-5.8	0.0	0	1.8
BER	202402250320	-6.1	0.0	0	0.7
BER	202402250330	-6.2	0.0	0	0.7
BER	202402250340	-6.3	0.0	0	0.7
BER	202402250350	-6.3	0.0	0	0.7
BER	202402250400	-6.2	0.0	0	2.9
BER	202402250410	-6.4	0.0	0	1.8
BER	202402250420	-6.6	0.0	0	1.4
BER	202402250430	-6.6	0.0	0	1.1
BER	202402250440	-6.6	0.0	0	2.2
BER	202402250450	-6.5	0.0	0	1.8
BER	202402250500	-6.3	0.0	0	1.4
BER	202402250510	-6.0	0.0	0	1.8
BER	202402250520	-5.7	0.0	0	1.4
BER	202402250530	-5.6	0.0	0	1.4
BER	202402250540	-5.3	0.0	0	2.5
BER	202402250550	-5.1	0.0	0	1.4
BER	202402250600	-4.5	0.0	0	1.4
BER	202402250610	-4.0	0.0	0	2.9
BER	202402250620	-4.3	0.0	0	2.9
BER	202402250630	-5.2	0.0	0	0.7
BER	202402250640	-5.7	0.0	0	2.5
BER	202402250650	-5.8	0.0	0	2.5
BER	202402250700	-4.9	0.0	1	5.0
BER	202402250710	-3.8	0.0	9	4.7
BER	202402250720	-2.5	0.0	10	3.2
BER	202402250730	-1.3	0.0	10	2.5
BER	202402250740	0.0	0.0	10	1.8
BER	202402250750	2.1	0.0	10	2.5
BER	202402250800	5.4	0.0	10	2.9
BER	202402250810	6.2	0.0	10	5.0
BER	202402250820	6.8	0.0	10	4.7
BER	202402250830	5.8	0.0	10	6.1
BER	202402250840	6.9	0.0	10	6.8
BER	202402250850	8.4	0.0	10	6.8
BER	202402250900	9.4	0.0	10	6.5
BER	202402250910	10.8	0.0	10	4.7
BER	202402250920	11.8	0.0	10	4.3
BER	202402250930	12.8	0.0	10	2.5
BER	202402250940	13.3	0.0	10	1.4
BER	202402250950	14.6	0.0	10	2.5
BER	202402251000	15.3	0.0	10	3.2
BER	202402251010	15.3	0.0	10	1.1
BER	202402251020	15.9	0.0	10	1.1
BER	202402251030	15.8	0.0	10	3.6
BER	202402251040	16.4	0.0	10	2.2
BER	202402251050	16.7	0.0	10	4.3
BER	202402251100	16.9	0.0	10	3.6
BER	202402251110	16.8	0.0	10	3.2
BER	202402251120	17.4	0.0	10	3.6
BER	202402251130	17.1	0.0	10	6.5
BER	202402251140	17.2	0.0	10	3.2
BER	202402251150	17.1	0.0	10	2.9
BER	202402251200	17.4	0.0	10	3.6
BER	202402251210	17.2	0.0	10	4.0
BER	202402251220	17.0	0.0	10	6.1
BER	202402251230	17.4	0.0	10	5.0
BER	202402251240	17.5	0.0	10	5.8
BER	202402251250	17.2	0.0	10	6.1
BER	202402251300	16.6	0.0	10	6.1
BER	202402251310	16.0	0.0	9	4.3
BER	202402251320	14.8	0.0	9	6.8
BER	202402251330	15.3	0.0	10	7.2
BER	202402251340	15.8	0.0	10	4.3
BER	202402251350	16.2	0.0	10	6.5
BER	202402251400	16.1	0.0	10	4.7
BER	202402251410	15.8	0.0	10	6.1
BER	202402251420	15.1	0.0	10	8.3
BER	202402251430	14.4	0.0	10	9.0
BER	202402251440	13.4	0.0	10	10.4
BER	202402251450	12.5	0.0	10	10.8
BER	202402251500	11.6	0.0	9	10.1
BER	202402251510	8.9	0.0	0	9.4
BER	202402251520	7.6	0.0	0	8.6
BER	202402251530	7.7	0.0	0	7.6
BER	202402251540	7.3	0.0	0	8.6
BER	202402251550	6.4	0.0	0	9.4
BER	202402251600	5.7	0.0	0	9.7
BER	202402251610	5.3	0.0	0	9.0
BER	202402251620	5.3	0.0	0	9.4
BER	202402251630	5.3	0.0	0	7.6
BER	202402251640	5.0	0.0	0	7.6
BER	202402251650	4.7	0.0	0	7.6
BER	202402251700	4.5	0.0	0	7.6
BER	202402251710	4.1	0.0	0	6.5
BER	202402251720	3.5	0.0	0	1.1
BER	202402251730	2.9	0.0	0	2.2
BER	202402251740	2.6	0.0	0	1.8
BER	202402251750	2.5	0.0	0	0.4
BER	202402251800	2.5	0.0	0	0.4
BER	202402251810	2.7	0.0	0	1.1
BER	202402251820	2.6	0.0	0	0.4
BER	202402251830	2.6	0.0	0	2.2
BER	202402251840	2.5	0.0	0	3.2
BER	202402251850	2.8	0.0	0	4.0
BER	202402251900	2.9	0.0	0	2.2
BER	202402251910	2.8	0.0	0	0.4
BER	202402251920	2.7	0.0	0	1.4
BER	202402251930	2.8	0.0	0	4.7
BER	202402251940	2.9	0.0	0	2.2
BER	202402251950	3.0	0.0	0	3.6
BER	202402252000	3.1	0.0	0	4.7
BER	202402252010	3.2	0.0	0	2.2
BER	202402252020	3.2	0.0	0	3.2
BER	202402252030	3.2	0.0	0	2.9
BER	202402252040	3.2	0.0	0	4.0
BER	202402252050	3.4	0.0	0	4.3
BER	202402252100	3.5	0.0	0	5.0
BER	202402252110	3.5	0.0	0	4.0
BER	202402252120	3.5	0.0	0	3.6
BER	202402252130	3.4	0.0	0	3.6
BER	202402252140	3.5	0.0	0	1.1
BER	202402252150	3.5	0.0	0	0.0
BER	202402252200	3.5	0.0	0	0.4
BER	202402252210	3.4	0.0	0	0.7
BER	202402252220	3.4	0.0	0	2.2
BER	202402252230	3.5	0.0	0	3.2
BER	202402252240	3.7	0.0	0	4.7
BER	202402252250	3.6	0.0	0	2.9
BER	202402252300	3.7	0.0	0	3.6
BER	202402252310	3.7	0.0	0	4.7
BER	202402252320	3.7	0.0	0	2.9
BER	202402252330	3.7	0.0	0	5.4
BER	202402252340	3.8	0.0	0	4.7
BER	202402252350	3.8	0.0	0	4.3
BER	202402260000	3.8	0.0	0	2.5
BER	202402260010	3.8	0.0	0	5.0
BER	202402260020	3.8	0.0	0	1.8
BER	202402260030	3.7	0.0	0	0.7
BER	202402260040	3.8	0.0	0	2.9
BER	202402260050	3.9	0.0	0	1.8
BER	202402260100	3.9	0.0	0	2.2
BER	202402260110	4.0	0.1	0	5.8
BER	202402260120	4.0	0.1	0	3.2
BER	202402260130	3.9	0.0	0	2.5
BER	202402260140	3.9	0.1	0	0.7
BER	202402260150	3.9	0.0	0	0.7
BER	202402260200	4.0	0.0	0	0.7
BER	202402260210	4.1	0.0	0	0.4
BER	202402260220	4.0	0.0	0	0.7
BER	202402260230	3.9	0.0	0	0.4
BER	202402260240	3.9	0.0	0	1.1
BER	202402260250	3.9	0.0	0	1.1
BER	202402260300	4.0	0.0	0	1.4
BER	202402260310	4.0	0.0	0	1.8
BER	202402260320	4.1	0.0	0	4.3
BER	202402260330	4.1	0.0	0	5.4
BER	202402260340	4.1	0.0	0	2.5
BER	202402260350	4.1	0.0	0	2.5
BER	202402260400	4.1	0.0	0	3.6
BER	202402260410	4.1	0.0	0	3.6
BER	202402260420	4.2	0.0	0	2.5
BER	202402260430	4.2	0.0	0	2.5
BER	202402260440	4.2	0.0	0	2.9
BER	202402260450	4.1	0.0	0	1.8
BER	202402260500	4.2	0.0	0	1.8
BER	202402260510	4.2	0.0	0	1.8
BER	202402260520	4.2	0.0	0	3.6
BER	202402260530	4.2	0.0	0	2.5
BER	202402260540	4.2	0.0	0	1.8
BER	202402260550	4.2	0.0	0	1.8
BER	202402260600	4.2	0.0	0	1.8
BER	202402260610	4.1	0.0	0	3.2
BER	202402260620	4.1	0.0	0	2.2
BER	202402260630	4.2	0.0	0	2.5
BER	202402260640	4.3	0.0	0	2.9
BER	202402260650	4.4	0.0	0	2.9
BER	202402260700	4.1	0.0	0	4.7
BER	202402260710	3.8	0.0	0	1.8
BER	202402260720	4.0	0.0	0	1.4
BER	202402260730	4.9	0.0	0	2.5
BER	202402260740	6.3	0.0	2	1.8
BER	202402260750	7.3	0.0	2	0.7
BER	202402260800	7.1	0.0	0	2.2
BER	202402260810	7.1	0.0	0	2.2
BER	202402260820	7.0	0.0	0	2.9
BER	202402260830	6.7	0.0	0	2.5
BER	202402260840	6.7	0.0	0	2.2
BER	202402260850	7.3	0.0	0	2.5
BER	202402260900	7.8	0.0	0	3.2
BER	202402260910	8.0	0.0	0	4.0
BER	202402260920	8.3	0.0	0	4.0
BER	202402260930	8.7	0.0	0	4.7
BER	202402260940	9.0	0.0	0	5.0
BER	202402260950	8.8	0.0	0	5.4
BER	202402261000	9.0	0.0	0	5.4
BER	202402261010	9.2	0.0	0	2.9
BER	202402261020	9.7	0.0	0	2.2
BER	202402261030	10.1	0.0	0	4.7
BER	202402261040	11.5	0.0	0	2.2
BER	202402261050	12.3	0.0	0	2.2
BER	202402261100	11.7	0.0	0	2.9
BER	202402261110	11.8	0.0	0	6.5
BER	202402261120	12.6	0.0	1	7.2
BER	202402261130	11.6	0.0	0	9.0
BER	202402261140	11.3	0.0	0	7.6
BER	202402261150	11.1	0.0	0	6.1
BER	202402261200	11.0	0.0	0	2.9
BER	202402261210	11.7	0.0	0	4.7
BER	202402261220	11.9	0.0	0	6.5
BER	202402261230	11.8	0.0	0	5.8
BER	202402261240	11.6	0.0	0	4.7
BER	202402261250	11.3	0.0	0	4.0
BER	202402261300	12.1	0.0	0	3.2
BER	202402261310	11.9	0.0	0	4.3
BER	202402261320	11.4	0.0	0	4.7
BER	202402261330	10.6	0.0	0	6.1
BER	202402261340	10.0	0.0	0	4.7
BER	202402261350	9.8	0.0	0	5.8
BER	202402261400	9.6	0.0	0	3.2
BER	202402261410	9.7	0.0	0	2.5
BER	202402261420	9.7	0.0	0	3.2
BER	202402261430	10.0	0.0	0	4.0
BER	202402261440	10.3	0.0	0	4.7
BER	202402261450	10.9	0.0	3	4.0
BER	202402261500	13.3	0.0	10	2.5
BER	202402261510	14.5	0.0	10	4.3
BER	202402261520	14.1	0.0	9	3.6
BER	202402261530	12.4	0.0	3	3.2
BER	202402261540	11.5	0.0	9	6.5
BER	202402261550	10.9	0.0	10	6.5
BER	202402261600	10.1	0.0	9	7.2
BER	202402261610	9.5	0.0	10	6.8
BER	202402261620	8.4	0.0	3	7.2
BER	202402261630	7.6	0.0	8	7.2
BER	202402261640	7.3	0.0	10	6.8
BER	202402261650	6.8	0.0	10	7.2
BER	202402261700	6.1	0.0	4	6.5
BER	202402261710	5.4	0.0	0	5.4
BER	202402261720	4.7	0.0	0	5.0
BER	202402261730	4.1	0.0	0	5.4
BER	202402261740	3.4	0.0	0	4.7
BER	202402261750	2.6	0.0	0	5.4
BER	202402261800	2.1	0.0	0	5.0
BER	202402261810	1.5	0.0	0	1.8
BER	202402261820	0.7	0.0	0	1.4
BER	202402261830	0.0	0.0	0	1.4
BER	202402261840	-0.6	0.0	0	1.1
BER	202402261850	-1.0	0.0	0	0.7
BER	202402261900	-1.1	0.0	0	3.6
BER	202402261910	-1.0	0.0	0	4.0
BER	202402261920	-0.6	0.0	0	3.2
BER	202402261930	-0.8	0.0	0	2.5
BER	202402261940	-0.9	0.0	0	2.9
BER	202402261950	-0.9	0.0	0	2.5
BER	202402262000	-0.7	0.0	0	2.5
BER	202402262010	-0.9	0.0	0	2.2
BER	202402262020	-0.9	0.0	0	1.4
BER	202402262030	-0.9	0.0	0	0.7
BER	202402262040	-0.8	0.0	0	0.7
BER	202402262050	-0.7	0.0	0	1.4
BER	202402262100	-0.8	0.0	0	2.5
BER	202402262110	-1.0	0.0	0	2.9
BER	202402262120	-1.3	0.0	0	0.7
BER	202402262130	-1.4	0.0	0	0.7
BER	202402262140	-1.5	0.0	0	1.8
BER	202402262150	-1.5	0.0	0	1.8
BER	202402262200	-1.3	0.0	0	1.1
BER	202402262210	-1.3	0.0	0	1.8
BER	202402262220	-1.3	0.0	0	0.4
BER	202402262230	-1.1	0.0	0	0.7
BER	202402262240	-0.9	0.0	0	0.7
BER	202402262250	-0.8	0.0	0	1.4
BER	202402262300	-0.6	0.0	0	1.4
BER	202402262310	-0.6	0.0	0	2.2
BER	202402262320	-0.5	0.0	0	1.8
BER	202402262330	-0.4	0.0	0	1.4
BER	202402262340	-0.3	0.0	0	0.4
BER	202402262350	-0.5	0.0	0	0.7
BER	202402270000	-0.6	0.0	0	0.7
BER	202402270010	-0.7	0.0	0	0.7
BER	202402270020	-0.8	0.0	0	1.1
BER	202402270030	-0.8	0.0	0	1.4
BER	202402270040	-0.7	0.0	0	0.4
BER	202402270050	-0.7	0.0	0	1.8
BER	202402270100	-0.8	0.0	0	1.8
BER	202402270110	-0.8	0.0	0	1.4
BER	202402270120	-0.5	0.0	0	1.1
BER	202402270130	-0.1	0.0	0	3.6
BER	202402270140	0.3	0.0	0	3.2
BER	202402270150	0.5	0.0	0	3.2
BER	202402270200	0.8	0.0	0	4.3
BER	202402270210	1.0	0.0	0	4.0
BER	202402270220	1.1	0.0	0	2.5
BER	202402270230	1.0	0.0	0	0.7
BER	202402270240	0.9	0.0	0	1.8
BER	202402270250	1.0	0.0	0	2.9
BER	202402270300	1.5	0.0	0	5.0
BER	202402270310	1.5	0.0	0	0.7
BER	202402270320	1.5	0.0	0	1.1
BER	202402270330	1.6	0.0	0	1.4
BER	202402270340	1.9	0.0	0	1.4
BER	202402270350	2.0	0.0	0	1.1
BER	202402270400	2.1	0.0	0	1.1
BER	202402270410	2.2	0.0	0	1.1
BER	202402270420	2.4	0.0	0	2.9
BER	202402270430	2.6	0.0	0	6.1
BER	202402270440	2.8	0.0	0	9.7
BER	202402270450	2.9	0.0	0	8.6
BER	202402270500	3.0	0.0	0	8.6
BER	202402270510	3.0	0.0	0	8.6
BER	202402270520	3.2	0.0	0	9.7
BER	202402270530	3.3	0.0	0	11.2
BER	202402270540	3.3	0.0	0	11.2
BER	202402270550	3.3	0.0	0	13.0
BER	202402270600	3.2	0.0	0	14.0
BER	202402270610	3.0	0.0	0	14.4
BER	202402270620	2.9	0.0	0	13.3
BER	202402270630	2.7	0.0	0	12.6
BER	202402270640	2.6	0.0	0	10.8
BER	202402270650	2.8	0.0	0	9.4
BER	202402270700	3.2	0.0	0	10.1
BER	202402270710	3.3	0.0	0	9.0
BER	202402270720	3.5	0.0	0	11.2
BER	202402270730	3.8	0.0	0	9.7
BER	202402270740	4.0	0.0	0	11.2
BER	202402270750	4.2	0.0	0	10.8
BER	202402270800	4.3	0.0	0	10.4
BER	202402270810	4.4	0.0	0	10.4
BER	202402270820	4.8	0.0	0	6.1
BER	202402270830	5.2	0.0	0	7.6
BER	202402270840	5.4	0.0	0	10.8
BER	202402270850	5.9	0.0	0	9.7
BER	202402270900	6.1	0.0	0	7.6
BER	202402270910	6.4	0.0	0	8.3
BER	202402270920	6.6	0.0	0	7.9
BER	202402270930	6.6	0.0	0	5.0
BER	202402270940	6.9	0.0	0	5.0
BER	202402270950	6.8	0.0	0	9.0
BER	202402271000	6.8	0.0	0	9.0
