station_id,name,lat,lon,address,post_code,last_updated,extract_time
a99f9ded-1a01-4504-ae55-80ab82050a91,Simsonbrunnen,46.948044,7.4502406,Kramgasse 40,3011,2024-03-14T23:56,2024-03-15T00:00
263a4611-ca01-488d-86d6-ff2ecbe5904f,Theaterplatz,46.9476,7.44735,Theaterplatz 4,3011,2024-03-14T23:56,2024-03-15T00:00
43d6811d-0309-413f-96cc-9508d942b9d1,Waldheim,46.95393,7.4267526,Freiestrasse 43,3012,2024-03-14T23:56,2024-03-15T00:00
27e3b2f6-fcee-4f75-9883-0d6b762dd6c5,Bundesgasse,46.946606,7.441624,Bundesgasse 3,3011,2024-03-14T23:56,2024-03-15T00:00
83fc342c-b40c-4daf-971a-2d5633e43b33,Lausanne Gare CFF Sud,46.51586,6.630461,Passage des Saugettes 7,1003,2024-03-14T23:56,2024-03-15T00:00
43d6f481-9635-4876-9f61-7a4551f16c4e,Nydegg,46.948635,7.4567437,Nydeggasse 13,3011,2024-03-14T23:56,2024-03-15T00:00
20147da3-0234-4f88-8a82-448f7dfef843,Postgasse,46.94868,7.453273,Postgasse 66,3011,2024-03-14T23:56,2024-03-15T00:00
6f462e9d-22ae-47d5-9168-b293146c74a4,Niederwangen Bahnhof,46.925747,7.37707,Freiburgstrasse 554a,3098,2024-03-14T23:56,2024-03-15T00:00
c946a770-f8f6-44e4-94eb-665a4da71933,Luegisland,47.40801,8.577703,Luegislandstrasse 412,8051,2024-03-14T23:56,2024-03-15T00:00
1a6cc70e-f3b9-4ac7-9955-bb3aabff248b,Seebad Utoquai,47.361336,8.547781,Utoquai 50,8008,2024-03-14T23:56,2024-03-15T00:00
d8cf7ba8-feff-43d1-a303-cc04daccb066,Ringoltingenstrasse,46.936657,7.4679885,Ringoltingenstrasse 21,3006,2024-03-14T23:56,2024-03-15T00:00
e6061104-2b4d-40e6-8701-d97c3e4c1e4f,Viganello,46.012135,8.965702,Via la Santa,6900,2024-03-14T23:56,2024-03-15T00:00
d70f4ae2-cd01-4cbf-b007-332713c25cfd,Via Ginevra,46.008286,8.951275,via Ginevra,6900,2024-03-14T23:56,2024-03-15T00:00
3178b070-cf38-4d12-9629-a036c30bb410,Lambertenghi,46.008095,8.957432,Via Bertaro Lambertenghi,6900,2024-03-14T23:56,2024-03-15T00:00
d8f5925d-15e3-4347-8fdd-210728026d19,Hochschulzentrum von Roll,46.953438,7.4239306,Fabrikstrasse 14,3012,2024-03-14T23:56,2024-03-15T00:00
10b10fb1-8e5d-4581-8d94-86ca7344586e,Hauptgebäude Uni Bern,46.950665,7.4370413,Falkenplatz 4,3012,2024-03-14T23:56,2024-03-15T00:00
691e0d4c-1e02-47d6-a368-a609222263a1,Unitobler West,46.954147,7.430717,Lerchenweg 37,3012,2024-03-14T23:56,2024-03-15T00:00
c1dc49bf-dc90-41c6-a424-19f5717a5cc4,Uni Mittelstrasse,46.95578,7.435266,Mittelstrasse 38,3012,2024-03-14T23:56,2024-03-15T00:00
bbbcd127-1635-4bb4-85b4-accad814f2d4,Marly - La Jonction,46.780495,7.1505766,Route de Fribourg 15,1723,2024-03-14T23:56,2024-03-15T00:00
001ee76e-f350-40fe-aef1-3e9b8f843b86,Zentweg,46.955513,7.476886,Zentweg 25,3006,2024-03-14T23:56,2024-03-15T00:00
ac2d13c6-24a9-4239-9341-492ace7735d5,Lake Side,47.3532,8.553189,Bellerivestrasse 170,8008,2024-03-14T23:56,2024-03-15T00:00
82d5a62a-5039-4e70-b395-1cbb9972d83f,Lochergut,47.37582,8.516676,Badenerstrasse 246,8004,2024-03-14T23:56,2024-03-15T00:00
701d760a-aea8-497a-aea6-587bd3f61922,PostParc Velostation (06:00-22:00)- INSIDE the building!,46.947857,7.436904,Schanzenstrasse 5,3008,2024-03-14T23:56,2024-03-15T00:00
eb5eb1d6-ac37-4b81-aaad-de612e62348b,Westpark,47.389862,8.514605,Pfingstweidstrasse 60,8005,2024-03-14T23:56,2024-03-15T00:00
65825e4b-3e87-4ba0-8616-5f01c470d290,Beatenplatz,47.37599,8.541239,Beatenplatz 1,8001,2024-03-14T23:56,2024-03-15T00:00
1da21e80-3d03-43a3-b870-602dbab61df2,Waldmeisterstrasse,46.939934,7.382512,Waldmeisterstrasse 36,3018,2024-03-14T23:56,2024-03-15T00:00
f8700a86-9ac6-433f-9335-d890da7cb695,Wander,46.93719,7.436089,Weissenbühlweg 36,3007,2024-03-14T23:56,2024-03-15T00:00
920c851e-673f-4967-8f26-5b5719ac153e,Steigerhubel,46.944035,7.4120407,Schlossstrasse 112,3008,2024-03-14T23:56,2024-03-15T00:00
daaffb6b-768b-416a-b4de-6b51d1c6d3f3,Wabernstrasse,46.938576,7.437862,Wabernstrasse 34,3007,2024-03-14T23:56,2024-03-15T00:00
cc1df9e7-e34c-4baa-b1a1-e9fee474189c,Zieglerstrasse,46.942974,7.4302387,Zieglerstrasse 62,3007,2024-03-14T23:56,2024-03-15T00:00
3385a5bb-0347-4fda-820b-d98dd6edce07,Eigerplatz,46.9414,7.4316926,Mühlemattstrasse 59,3007,2024-03-14T23:56,2024-03-15T00:00
98066bcf-a5ca-4f83-898d-e192d508465d,Eigerplatz Süd,46.94002,7.4317784,Seftigenstrasse 1,3007,2024-03-14T23:56,2024-03-15T00:00
ac7a6686-a8c2-41e3-8ba1-da9afae3312d,Quartier nord,46.522404,6.5655127,Campus,1000,2024-03-14T23:56,2024-03-15T00:00
5dc779bc-ee65-4d05-ac97-bd21925c57f4,Friedbühlstrasse,46.948013,7.4218926,Friedbühlstrasse 51,3008,2024-03-14T23:56,2024-03-15T00:00
15618aa2-5d21-45da-bba9-a51a3131377b,Monbijoubrücke,46.93965,7.4402413,Eigerstrasse 80,3007,2024-03-14T23:56,2024-03-15T00:00
ffe14b2a-1211-4796-acfe-8a456fac1137,Hallenbad Hirschengraben,46.94654,7.4356627,Maulbeerstrasse 17,3011,2024-03-14T23:56,2024-03-15T00:00
