bike_id,lat,lon,is_reserved,is_disabled,vehicle_type_id,current_range_meters,pricing_plan_id,last_updated,extract_time
e2a81ca4-fca3-431a-b116-b4c892a554fc,47.425674,8.561322,False,False,voi_scooter,21500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
beda602d-2012-494f-9a28-56f898cc2b20,47.36345,8.520309,False,False,voi_scooter,22750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
8643772d-4ea6-4b85-87fd-6c6483cad9a2,47.384613,8.478568,False,False,voi_scooter,12500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
f232b6ee-d38f-4144-b6b3-165767aba1b3,47.38767,8.518516,False,False,voi_scooter,13500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
0f627dcf-0fbf-4dc4-b3d0-6adf109925a3,47.39546,8.481032,False,False,voi_scooter,21250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
c14a79cb-2ed3-4e91-bb92-ba441492db22,47.37697,8.535148,False,False,voi_scooter,21250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
a2c88e83-0574-4acb-a7ed-f57620247636,47.40521,8.487456,False,False,voi_scooter,20250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
22724f85-b796-409f-ab22-300b1a29d2ee,47.358437,8.523628,False,False,voi_scooter,16750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
ee1541de-5b99-4e56-8acb-427a0edce5e6,47.361694,8.509539,False,False,voi_scooter,20500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
85b5c2e6-016f-4276-b930-5ebc7cf828d1,47.36865,8.5508,False,False,voi_scooter,23500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
ee4c6934-855e-462e-b61d-2db7d5fb3ccc,47.359325,8.518825,False,False,voi_scooter,15750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
88f1d71f-ce7b-4644-9219-9e85d2ad9878,47.37775,8.537903,False,False,voi_scooter,21750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
1d9b02ac-4c8f-4c2f-810c-415f8514b963,47.384945,8.520482,False,False,voi_scooter,19500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
294c81e4-1ca1-4bb5-9153-5212bb26dd07,47.365597,8.506162,False,False,voi_scooter,22500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
f6da559e-9a9b-45e1-bb0b-e6868ba3447d,47.40214,8.544432,False,False,voi_scooter,16250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
38a16984-f039-4a5b-a558-623d6cf2d5bf,47.359,8.521789,False,False,voi_scooter,23500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
b2ee4a6c-b94d-4776-983f-5171b8f00bb7,47.37888,8.540229,False,False,voi_scooter,7250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
faaf5bf1-c697-4852-84fd-75c2387138f6,47.364075,8.56659,False,False,voi_scooter,14250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
5963167f-a2d5-4a3e-9f70-383fd5ecc0e6,47.393105,8.540481,False,False,voi_scooter,19000,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
42d1b359-10b4-4a70-94b4-2cd0b29761ee,47.364605,8.522062,False,False,voi_scooter,23000,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
f4484152-670d-440b-ae78-3e6c36096a99,47.396236,8.492465,False,False,voi_scooter,20500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
f340b61b-2ea4-47f0-83d4-692d070cdc2f,47.372707,8.486404,False,False,voi_scooter,17250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
ffbd5265-c91b-4335-98fd-c1968457129f,47.390503,8.529922,False,False,voi_scooter,17750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
9c120f3a-5b7f-4970-a831-d28bf4bc804c,47.393192,8.54804,False,False,voi_scooter,11750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
19a271f1-8ea3-4e66-8386-74923faaa4d9,47.39397,8.519003,False,False,voi_scooter,22250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
791bf46a-00c6-42b3-902d-f5433992baa6,47.413486,8.524163,False,False,voi_scooter,8500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
44b60d01-985b-4a7f-bc9e-5b9813968c23,47.396347,8.596135,False,False,voi_scooter,8750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
87e52681-6713-4171-9770-30995991f976,47.41621,8.548756,False,False,voi_scooter,22500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
34daa4f7-3b34-4011-9aec-86d07231ebeb,47.416183,8.538851,False,False,voi_scooter,23250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
7ba38719-4576-4b0c-adf2-d65cd5fedb5c,47.41903,8.55291,False,False,voi_scooter,17500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
4b79f239-3d5e-47bb-9d3b-66f9eede47b6,47.379807,8.497485,False,False,voi_scooter,22500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
c3e04a75-4d0d-4d88-a9f9-e701b1e12233,47.381653,8.545207,False,False,voi_scooter,12500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
813167ff-4423-41f9-8f1d-884373ef1ebc,47.397255,8.595634,False,False,voi_scooter,17250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
02f023d6-a096-439b-868f-e3a4e4a9b44e,47.360706,8.568983,False,False,voi_scooter,22500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
43dc8d6f-baa9-418d-9fe7-2edbe3c68937,47.34012,8.529793,False,False,voi_scooter,12750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
874dd30e-708e-4e98-9615-55f5858682bc,47.376785,8.541934,False,False,voi_scooter,14750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
d2b21a93-2cbf-4910-bbd3-e6ba0ae26f62,47.402058,8.546963,False,False,voi_scooter,22750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
aa9a7ea8-304c-442a-a7b9-9986b0b81208,47.404564,8.565384,False,False,voi_scooter,12250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
7b23e637-a89c-4a96-bde6-2de177dcc4b0,47.41298,8.536129,False,False,voi_scooter,21000,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
18bd749d-c3ca-4a82-a717-4b085648d022,47.388996,8.483322,False,False,voi_scooter,24000,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
c592851f-2b37-493f-a509-2dc47cf6089e,47.395386,8.481079,False,False,voi_scooter,22500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
31e61f43-453d-4dc6-b60d-a87983c76be9,47.354015,8.558068,False,False,voi_scooter,15500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
67f8a131-4ad9-4501-883e-256a213348b6,47.431664,8.562699,False,True,voi_scooter,22250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
52adc024-8d66-4556-b390-28b0e47cd7a0,47.364105,8.520243,False,False,voi_scooter,25000,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
eff972f5-12c7-4c26-a22c-19b7b147a91f,47.338554,8.571416,False,False,voi_scooter,23000,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
6f94f0da-bf50-4c3f-8de5-dc9f9c67af69,47.36957,8.496273,False,False,voi_scooter,13250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
d8fec392-a7a0-40c8-be8f-0aefc45d627e,47.38571,8.51797,False,False,voi_scooter,10250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
ead37ab5-5ded-4374-890f-641f008f96c9,47.38157,8.542663,False,False,voi_scooter,12500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
880946f2-6208-406b-8d48-ae29e093bf03,47.392174,8.52846,False,False,voi_scooter,14750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
b2f7872b-aa19-4dad-a2ca-a3d6b6691ffa,47.388927,8.487942,False,False,voi_scooter,23000,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
a81200ab-7f63-4f75-836f-8629efa68e7b,47.356056,8.562545,False,False,voi_scooter,13750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
5046ca32-7be6-4145-9bdf-86f77d1924d5,47.430946,8.567862,False,False,voi_scooter,22500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
a2d42a54-2d40-401a-b59c-796f81727c03,47.418896,8.506655,False,False,voi_scooter,18750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
b3c48488-25f0-48ae-8fed-fad970dd7d0e,47.40719,8.547003,False,False,voi_scooter,22250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
c4fcc9be-c52a-4368-8623-39045aba8970,47.407524,8.506973,False,False,voi_scooter,12500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
42203c04-d3eb-42e6-9379-930e9d8fc29e,47.41095,8.524004,False,False,voi_scooter,19500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
e1d97f33-057e-44fc-a7d9-a9ad26c6e14c,47.375134,8.499653,False,False,voi_scooter,14250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
a61126d9-040b-49fb-9ccc-ccf673b8a069,47.376488,8.499736,False,False,voi_scooter,23500,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
8dbedf38-06ff-4087-8223-5766ae8126f6,47.36669,8.533028,False,False,voi_scooter,24000,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
ba890df0-c245-44bd-9fff-56957cc1cabc,47.37748,8.551634,False,False,voi_scooter,9750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
be049911-2dbd-482b-b0ad-f985345a4d10,47.373386,8.496807,False,False,voi_scooter,21250,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
c9210a47-c9e4-434a-a635-6fb6e7a69fe0,47.41912,8.548275,False,False,voi_scooter,15750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
6d241309-bca1-41a4-ace7-1eee924f944e,47.410088,8.509798,False,False,voi_scooter,19750,plan-scooter-194,2024-03-07T16:04,2024-03-07T16:08
