Objectid;Punktname;Rubrik;Kante;Nummer_nach;Id_opendata;V_coord;H_coord
232;Eymatt Camping;Haltestelle;;"<ul style=""padding-left: 15px;""><li>101 Bern Bahnhof</li><li>107 Bern Bahnhof</li></ul>";8571345;1201154.851;2595957.635
233;Fährstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>21 Bremgarten</li></ul>";8590074;1202716.376;2600225.934
234;Fährstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>21 Bern Bahnhof</li></ul>";8590074;1202694.445;2600233.429
235;Fellerstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>27 Weyermannshaus Bad</li></ul>";8591757;1199533.091;2596258.056
236;Fellerstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>27 Niederwangen Bahnhof</li></ul>";8591757;1199551.09;2596257.056
238;Felsenaustrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>21 Bern Bahnhof</li></ul>";8590066;1202390.085;2600226.731
239;Felsenaustrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>21 Bremgarten</li></ul>";8590066;1202399.896;2600235.154
240;Fischermätteli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Niederwangen Erle</li></ul>";8590014;1198888.345;2598422.557
241;Fischermätteli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Köniz Weiermatt</li></ul>";8590014;1198839.931;2598463.43
242;Fischermätteli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Fischermätteli</li><li>6 Worb Dorf</li></ul>";8590014;1198835.756;2598489.417
243;Fischermätteli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Bern Bahnhof</li></ul>";8590014;1198849.658;2598482.736
244;Fischermätteli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Brunnadernstrasse</li></ul>";8590014;1198878.434;2598421.746
245;Fischrainweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Bremgarten Seftau</li><li>33 Ittigen Talgut-Zentrum</li></ul>";8505433;1203197.433;2602077.046
246;Fischrainweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Bremgarten Seftau</li><li>33 Ittigen Talgut-Zentrum</li></ul>";8505433;1203192.565;2602068.155
247;Forsthaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>101 Schlossmatt</li><li>107 Uettligen Dorf</li></ul>";8583046;1200110.416;2598406.899
248;Forsthaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>101 Bern Bahnhof</li><li>107 Bern Bahnhof</li></ul>";8583046;1200100.104;2598413.128
249;Frauenkappelen, Chrummacher;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Brünnen Westside</li></ul>";8571444;1200398.359;2591939.489
250;Frauenkappelen, Chrummacher;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Mühleberg, Post</li></ul>";8571444;1200422.858;2591992.029
251;Frauenkappelen, Hübeli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Brünnen Westside</li></ul>";8571443;1200097.128;2593361.488
252;Frauenkappelen, Hübeli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Mühleberg, Post</li></ul>";8571443;1200110.909;2593356.23
253;Frauenkappelen, Kirche;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Brünnen Westside</li></ul>";8507980;1200323.677;2592425.047
254;Frauenkappelen, Kirche;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Mühleberg, Post</li></ul>";8507980;1200375.689;2592364.046
255;Frauenkappelen, Längägerten;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Brünnen Westside</li></ul>";8571445;1200289.511;2590606.401
256;Frauenkappelen, Längägerten;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Mühleberg, Post</li></ul>";8571445;1200294.185;2590560.42
257;Freibad;Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Bolligen Bahnhof</li></ul>";8577009;1199484.018;2604022.102
258;Freibad;Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Gümligen, Bahnhof (Tram)</li><li>44 Sonnenfeld</li></ul>";8577009;1199480.018;2604010.101
259;Friedhagweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Ittigen Talgut-Zentrum</li></ul>";8589021;1203234.1;2600128.119
260;Friedhagweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Bremgarten Seftau</li></ul>";8589021;1203237.1;2600120.119
261;Frieswil Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li></ul>";8507776;1204886.699;2588412.786
262;Frieswil Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li></ul>";8507776;1204877.346;2588423.579
263;Fuchsenried, Mühlebergwerk;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Brünnen Westside</li></ul>";8571459;1201668.079;2587829.668
264;Fuchsenried, Mühlebergwerk;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Mühleberg, Post</li></ul>";8571459;1201691.928;2587834.422
265;Gäbelbach;Haltestelle;;"<ul style=""padding-left: 15px;""><li>8 Brünnen Westside Bahnhof</li></ul>";8590045;1199643.089;2595353.099
266;Gäbelbach;Haltestelle;;"<ul style=""padding-left: 15px;""><li>8 Saali</li></ul>";8590045;1199633.089;2595353.099
267;Galgenfeld;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Köniz Schliern</li></ul>";8590049;1200166.891;2602147.301
268;Galgenfeld;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Ostermundigen Rüti</li></ul>";8590049;1200157.814;2602171.121
269;Garten-Center;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Kappelisacker</li></ul>";8577023;1196590.328;2605695.786
270;Garten-Center;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Allmendingen Käserei</li></ul>";8577023;1196559.636;2605724.784
271;Gartenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>16 Gurten-Gartenstadt</li><li>19 Elfenau</li></ul>";8590001;1197344.21;2600170.732
272;Gartenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>16 Köniz Zentrum</li><li>19 Elfenau</li></ul>";8590001;1197353.836;2600170.406
273;Gelterfingen, Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>166 Wichtrach Dorfplatz</li></ul>";8507986;1187798.355;2605975.702
274;Gelterfingen, Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>166 Kaufdorf Bahnhof</li></ul>";8507986;1187805.689;2605980.113
275;Gelterfingen, Schulhaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>166 Wichtrach Dorfplatz</li></ul>";8571630;1187632.934;2606437.653
276;Gelterfingen, Schulhaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>166 Kaufdorf Bahnhof</li></ul>";8571630;1187650.154;2606423.837
277;Gerenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>43 Kappelisacker</li></ul>";8589012;1202537.877;2603983.535
278;Gerzensee, Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Münsingen, Bahnhof</li></ul>";8507789;1187507.252;2608050.131
279;Gerzensee, Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Kirchdorf  Post</li><li>166 Kaufdorf Bahnhof</li><li>166 Wichtrach Dorfplatz</li></ul>";8507789;1187514.968;2608046.669
280;Gerzensee, Studienzentrum;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Münsingen, Bahnhof</li></ul>";8571628;1187642.928;2608272.301
281;Gerzensee, Studienzentrum;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Kirchdorf  Post</li></ul>";8571628;1187645.48;2608261.96
282;Gerzensee, Thalgut;Haltestelle;;"<ul style=""padding-left: 15px;""><li>166 Wichtrach Dorfplatz</li></ul>";8507713;1187022.928;2609250.23
283;Gerzensee, Thalgut;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Kirchdorf  Post</li></ul>";8507713;1187059.385;2609214.466
284;Gerzensee, Thalgut;Haltestelle;;"<ul style=""padding-left: 15px;""><li>166 Kaufdorf Bahnhof</li></ul>";8507713;1187007.492;2609241.364
285;Gerzensee, Thalgut;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Münsingen, Bahnhof</li></ul>";8507713;1187048.296;2609210.374
286;Gerzensee, Waldegg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Münsingen, Bahnhof</li></ul>";8571627;1187619.694;2608764.45
287;Gerzensee, Waldegg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Kirchdorf  Post</li></ul>";8571627;1187630.156;2608764.12
288;Gewerbeschule;Haltestelle;;"<ul style=""padding-left: 15px;""><li>20 Länggasse</li></ul>";8588994;1200423.368;2600566.826
289;Gewerbeschule;Haltestelle;;"<ul style=""padding-left: 15px;""><li>20 Wankdorf Bahnhof</li></ul>";8588994;1200413.924;2600591.985
290;Giacomettistrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>28 Wankdorf Bahnhof</li></ul>";8590090;1199362.885;2602636.907
291;Giacomettistrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>28 Weissenbühl Bahnhof</li></ul>";8590090;1199347.17;2602629.799
292;Grächwil;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Wahlendorf</li></ul>";8507949;1207224.115;2595217.357
293;Grächwil;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Bern Bahnhof</li></ul>";8507949;1207216.421;2595217.758
294;Grauholzstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>43 Kappelisacker</li><li>48 Bolligen Bahnhof</li></ul>";8589036;1203426.401;2603173.297
295;Grimselstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>26 Breitenrain</li></ul>";85900;1201418.827;2600657.154
296;Grubenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Bremgarten Seftau</li></ul>";8589038;1204532.099;2600765.112
297;Grubenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Ittigen Talgut-Zentrum</li></ul>";8589038;1204517.099;2600774.111
298;Guetmatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>27 Niederwangen Bahnhof</li></ul>";8590082;1197397.114;2595542.673
299;Guetmatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>27 Weyermannshaus Bad</li></ul>";8590082;1197473.196;2595659.755
300;Guisanplatz Expo;Haltestelle;;"<ul style=""padding-left: 15px;""><li>9 Wabern</li><li>9 Wankdorf Bahnhof</li></ul>";8576990;1200887.676;2601996.04
301;Guisanplatz Expo;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Kappelisacker</li></ul>";8576990;1200779.396;2601855.624
302;Guisanplatz Expo;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Allmendingen Käserei</li><li>40 Sonnenfeld</li></ul>";8576990;1200763.113;2601833.444
303;Gümligen, Amselweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Bolligen Bahnhof</li></ul>";8577011;1198993.266;2604518.318
304;Gümligen, Amselweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Gümligen, Bahnhof (Tram)</li><li>44 Sonnenfeld</li></ul>";8577011;1198933.776;2604571.97
305;Gümligen, Bahnhof (Bus);Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Sonnenfeld</li><li>44 Bolligen Bahnhof</li><li>44 Gümligen, Bahnhof (Tram)</li><li>44 Sonnenfeld</li></ul>";8577014;1198076.711;2605090.927
306;Gümligen, Bahnhof (Tram);Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Fischermätteli</li></ul>";8595488;1198139.789;2605126.899
307;Gümligen, Bahnhof (Tram);Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Worb Dorf</li></ul>";8595488;1198152.827;2605099.206
308;Gümligen, Meisenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Gümligen, Bahnhof (Tram)</li><li>44 Sonnenfeld</li></ul>";8577012;1198757.777;2604674.118
309;Gümligen, Meisenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Bolligen Bahnhof</li></ul>";8577012;1198812.007;2604682.008
310;Gümligen, Rütibühl;Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Gümligen, Bahnhof (Tram)</li><li>44 Sonnenfeld</li></ul>";8577010;1199047.233;2604405.754
311;Gümligenfeld;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Kappelisacker</li></ul>";8589037;1197159.747;2604915.722
312;Gümligenfeld;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Allmendingen Käserei</li><li>40 Sonnenfeld</li></ul>";8589037;1197146.518;2604931.728
313;Gurten-Gartenstadt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>16 Gurten-Gartenstadt</li><li>16 Köniz Zentrum</li><li>19 Elfenau</li></ul>";8590002;1197252.003;2600383.088
314;Gurtenbahn;Haltestelle;;"<ul style=""padding-left: 15px;""><li>29 Niederwangen Bahnhof</li><li>9 Wankdorf Bahnhof</li></ul>";8588562;1197669.27;2600742.329
315;Gurtenbahn;Haltestelle;;"<ul style=""padding-left: 15px;""><li>29 Wabern Lindenweg</li><li>9 Wabern</li></ul>";8588562;1197651.509;2600737.368
316;Gurtenbahn;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Wabern Lindenweg</li><li>29 Wabern Lindenweg</li></ul>";8588562;1197639.206;2600698.44
317;Gurtenbahn;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Brünnen Westside Bahnhof</li><li>29 Niederwangen Bahnhof</li></ul>";8588562;1197636.331;2600680.185
318;Gurtenbahn Bergstation;Haltestelle;;"<ul style=""padding-left: 15px;""><li>FUN 12 Gurtenbahn Bergstation</li><li>FUN 12 Gurtenbahn Talstation</li></ul>";8507099;1196428.485;2600159.226
319;Gurtenbahn Talstation;Station Drahtseilbahn;;"<ul style=""padding-left: 15px;""><li>FUN 12 Gurtenbahn Bergstation</li><li>FUN 12 Gurtenbahn Talstation</li></ul>";8507097;1197416.029;2600569.705
320;Güterbahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>101 Bern Bahnhof</li></ul>";8590025;1200001.534;2598772.93
321;Güterbahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>101 Schlossmatt</li></ul>";8590025;1200049.265;2598773.427
322;Habstetten Rössli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>46 Bolligen Bahnhof</li><li>46 Habstetten Rössli</li><li>48 Bolligen Bahnhof</li></ul>";8508078;1203755.406;2604565.366
323;Haldenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>26 Breitenrain</li></ul>";8590017;1201308.454;2600506.636
324;Halen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>46 Habstetten Rössli</li><li>48 Bolligen Bahnhof</li></ul>";8576459;1203208.062;2604900.113
325;Halenbrücke;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Bern Hauptbahnhof (PostAuto)</li></ul>";8571360;1202415.875;2598383.347
326;Halenbrücke;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Bern Bahnhof</li><li>106 Bern Bahnhof</li></ul>";8571360;1202468.098;2598449.141
327;Halenbrücke;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Säriswil Wendeplatz</li></ul>";8571360;1202425.098;2598377.141
328;Halenbrücke;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Wahlendorf</li><li>106 Zollikofen</li></ul>";8571360;1202462.098;2598450.141
329;Hallenbad;Haltestelle;;"<ul style=""padding-left: 15px;""><li>47 Bolligen Bahnhof</li><li>48 Bolligen Bahnhof</li></ul>";8589013;1202836.057;2604356.106
330;Hallenbad;Haltestelle;;"<ul style=""padding-left: 15px;""><li>47 Mannenberg</li></ul>";8589013;1202872.058;2604337.106
331;Hallmatt Parc;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Niederwangen Erle</li></ul>";8582556;1197822.447;2595405.956
332;Hallmatt Parc;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Brunnadernstrasse</li></ul>";8582556;1197695.406;2595390.82
333;Hallmattstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>27 Weyermannshaus Bad</li><li>31 Niederwangen Erle</li></ul>";8590083;1197899.961;2595999.927
334;Hallmattstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>27 Niederwangen Bahnhof</li><li>31 Brunnadernstrasse</li></ul>";8590083;1197877.803;2596003.167
335;Hardegg Vidmar;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Köniz Weiermatt</li></ul>";8590073;1198527.638;2598322.045
336;Hardegg Vidmar;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Bern Bahnhof</li></ul>";8590073;1198535.694;2598338.06
337;Hasler;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Bern Bahnhof</li></ul>";8590015;1199258.703;2599441.121
338;Hasler;Haltestelle;;"<ul style=""padding-left: 15px;""><li>3 Weissenbühl</li></ul>";8590015;1199187.2;2599508.091
339;Hasler;Haltestelle;;"<ul style=""padding-left: 15px;""><li>3 Bern Bahnhof</li></ul>";8590015;1199193.449;2599520.68
340;Hausmattstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>43 Kappelisacker</li></ul>";8589031;1202779.283;2603928.434
341;Heggidorn;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Brünnen Westside</li></ul>";8571447;1200021.989;2589414.122
342;Heggidorn;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Mühleberg, Post</li></ul>";8571447;1200031.788;2589377.261
343;Helvetiaplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Worb Dorf</li><li>7 Ostring</li><li>8 Saali</li></ul>";8507060;1199178.19;2600837.991
344;Helvetiaplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>19 Blinzern</li></ul>";8507060;1199190.235;2600774.805
345;Helvetiaplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Fischermätteli</li><li>7 Bümpliz</li><li>8 Brünnen Westside Bahnhof</li></ul>";8507060;1199195.029;2600832.472
346;Helvetiaplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>19 Elfenau</li></ul>";8507060;1199189.375;2600758.009
347;Henkerbrünnli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>11 Bern Bahnhof</li><li>21 Bern Bahnhof</li></ul>";8590027;1200308.645;2600023.863
348;Henkerbrünnli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>11 Neufeld P+R</li><li>21 Bremgarten</li></ul>";8590027;1200320.683;2600041.686
349;Herbligen Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>167 Oberdiessbach Bahnhof</li></ul>";8583108;1186194.607;2612899.045
350;Herbligen Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>167 Münsingen, Bahnhof</li></ul>";8583108;1186189.848;2612871.705
351;Herrenschwanden Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Wahlendorf</li><li>106 Zollikofen</li></ul>";8504717;1203115.748;2598412.854
352;Herrenschwanden Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Bern Bahnhof</li><li>106 Bern Bahnhof</li></ul>";8504717;1203047.102;2598431.15
353;Herrenschwanden Möslimatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Wahlendorf</li><li>106 Zollikofen</li></ul>";8571371;1202749.099;2598694.145
354;Herrenschwanden Möslimatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Bern Bahnhof</li><li>106 Bern Bahnhof</li></ul>";8571371;1202728.099;2598668.145
355;Hessstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Ostermundigen Rüti</li></ul>";8571412;1197955.506;2598775.55
356;Hessstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>29 Wabern Lindenweg</li></ul>";8571412;1197891.344;2598816.255
357;Hessstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Köniz Schliern</li></ul>";8571412;1197964.618;2598759.269
358;Hessstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>29 Niederwangen Bahnhof</li></ul>";8571412;1197914.185;2598792.891
359;Hinterkappelen Bennenboden;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li><li>107 Bern Bahnhof</li></ul>";8571346;1202115.088;2594661.117
360;Hinterkappelen Bennenboden;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li><li>107 Uettligen Dorf</li></ul>";8571346;1202130.089;2594668.116
361;Hinterkappelen Bernstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li><li>107 Uettligen Dorf</li></ul>";8580237;1201914.089;2595319.12
362;Hinterkappelen Bernstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li><li>101 Bern Bahnhof</li><li>107 Bern Bahnhof</li></ul>";8580237;1201825.09;2595362.119
363;Hinterkappelen Post;Haltestelle;;"<ul style=""padding-left: 15px;""><li>101 Schlossmatt</li></ul>";8507975;1201879.089;2595435.121
364;Hirschen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Kappelisacker</li></ul>";8508094;1196125.289;2606221.672
365;Hirschen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Allmendingen Käserei</li></ul>";8508094;1196118.304;2606218.497
366;Hirschengraben;Haltestelle;E;"<ul style=""padding-left: 15px;""><li>12 Zentrum Paul Klee</li></ul>";8579896;1199559.057;2599876.075
367;Hirschengraben;Haltestelle;D;"<ul style=""padding-left: 15px;""><li>17 Köniz Weiermatt</li></ul>";8579896;1199442.056;2599985.103
368;Hirschengraben;Haltestelle;A;"<ul style=""padding-left: 15px;""><li>3 Weissenbühl</li><li>6 Fischermätteli</li><li>7 Bümpliz</li><li>8 Brünnen Westside Bahnhof</li><li>9 Wabern</li></ul>";8579896;1199485.121;2599915.231
369;Hirschengraben;Haltestelle;B;"<ul style=""padding-left: 15px;""><li>3 Bern Bahnhof</li><li>6 Worb Dorf</li><li>7 Ostring</li><li>8 Saali</li><li>9 Wankdorf Bahnhof</li></ul>";8579896;1199522.892;2599933.246
370;Hirschengraben;Haltestelle;C;"<ul style=""padding-left: 15px;""><li>10 Ostermundigen Rüti</li><li>17 Bern Bahnhof</li><li>19 Elfenau</li><li>30 Bern Bahnhof</li></ul>";8579896;1199525.182;2599960.197
371;Hirschengraben;Haltestelle;F;"<ul style=""padding-left: 15px;""><li>12 Holligen</li></ul>";8579896;1199584.066;2599824.358
372;Hofgut;Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Worb Dorf</li></ul>";8530259;1197963.281;2605527.779
373;Hofgut;Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Fischermätteli</li></ul>";8530259;1197971.711;2605484.749
374;Hofwilstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>36 Breitenrain</li></ul>";8576977;1207150.141;2601361.097
375;Hofwilstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>36 Münchenbuchsee, Hüslimoos</li></ul>";8576977;1207205.042;2601340.593
376;Hohliebe;Haltestelle;;"<ul style=""padding-left: 15px;""><li>19 Elfenau</li></ul>";8589995;1197488.43;2599684.97
377;Hohliebe;Haltestelle;;"<ul style=""padding-left: 15px;""><li>19 Blinzern</li></ul>";8589995;1197483.432;2599677.604
378;Hohliebi;Haltestelle;;"<ul style=""padding-left: 15px;""><li>27 Niederwangen Bahnhof</li></ul>";8590081;1197687.417;2595902.352
379;Hohliebi;Haltestelle;;"<ul style=""padding-left: 15px;""><li>27 Weyermannshaus Bad</li></ul>";8590081;1197694.569;2595921.946
380;Holenacker;Haltestelle;;"<ul style=""padding-left: 15px;""><li>8 Brünnen Westside Bahnhof</li></ul>";8571435;1199737.089;2595707.082
381;Holenacker;Haltestelle;;"<ul style=""padding-left: 15px;""><li>27 Niederwangen Bahnhof</li><li>27 Weyermannshaus Bad</li><li>8 Saali</li></ul>";8571435;1199731.089;2595732.082
382;Holligen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Holligen</li><li>12 Zentrum Paul Klee</li></ul>";8510151;1199440.279;2598205.011
383;Hubel;Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Bolligen Bahnhof</li></ul>";8577007;1200220.024;2603966.102
384;Hubel;Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Gümligen, Bahnhof (Tram)</li><li>44 Sonnenfeld</li></ul>";8577007;1200229.024;2603965.102
385;Hübeliweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Kappelisacker</li></ul>";8577020;1197417.763;2604074.372
386;Hübeliweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Allmendingen Käserei</li><li>40 Sonnenfeld</li></ul>";8577020;1197403.687;2604087.601
387;Huberstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Brunnadernstrasse</li></ul>";8502905;1198990.736;2598273.374
388;Huberstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Niederwangen Erle</li></ul>";8502905;1198999.21;2598284.353
389;Hüsliacker;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Brunnadernstrasse</li></ul>";8582555;1197861.902;2595813.519
390;Hüsliacker;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Niederwangen Erle</li></ul>";8582555;1197873.54;2595814.901
391;Illiswil;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li></ul>";8571347;1202571.135;2592441.116
392;Illiswil;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li></ul>";8571347;1202545.133;2592489.116
393;Innerberg BE Bergweid;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li></ul>";8507977;1204526.209;2590112.11
394;Innerberg BE Bergweid;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li></ul>";8507977;1204533.209;2590127.11
395;Innerberg BE Frieswilfeld;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li></ul>";8571352;1205078.175;2589240.758
396;Innerberg BE Frieswilfeld;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li></ul>";8571352;1205095.864;2589264.097
397;Innerberg BE Weidhaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li></ul>";8571351;1204972.229;2589728.113
398;Innerberg BE Weidhaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li></ul>";8571351;1204994.23;2589704.113
399;Innere Enge;Haltestelle;;"<ul style=""padding-left: 15px;""><li>21 Bremgarten</li></ul>";8590064;1201148.339;2600062.163
400;Innere Enge;Haltestelle;;"<ul style=""padding-left: 15px;""><li>21 Bern Bahnhof</li></ul>";8590064;1201146.384;2600047.93
401;Inselpark;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Holligen</li></ul>";8594201;1199466.775;2598649.103
402;Inselpark;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Zentrum Paul Klee</li></ul>";8594201;1199458.502;2598648.775
403;Inselplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Bern Bahnhof</li><li>107 Bern Bahnhof</li></ul>";8571342;1199699.21;2599140.65
