Objectid;Punktname;Rubrik;Kante;Nummer_nach;Id_opendata;V_coord;H_coord
404;Inselplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Zentrum Paul Klee</li></ul>";8571342;1199635.996;2599156.692
405;Inselplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>100 Aarberg, Post/Bahnhof</li><li>101 Schlossmatt</li></ul>";8571342;1199720.925;2599150.518
406;Inselplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Holligen</li></ul>";8571342;1199641.497;2599139.723
407;Inselspital;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Zentrum Paul Klee</li></ul>";8594200;1199573.244;2599026.029
408;Inselspital;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Holligen</li></ul>";8594200;1199581.33;2599020.025
409;Ittigen Bahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>43 Ittigen Bahnhof</li><li>43 Kappelisacker</li></ul>";8589030;1202496.679;2603412.288
411;Ittigen Talgut-Zentrum;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Bremgarten Seftau</li><li>33 Ittigen Talgut-Zentrum</li></ul>";8589034;1202555.108;2603488.659
412;Ittigenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>43 Kappelisacker</li><li>48 Bolligen Bahnhof</li></ul>";8589032;1203044.311;2603810.52
413;Jaunweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>26 Breitenrain</li></ul>";8590024;1201878.489;2600733.063
415;Jurablick;Haltestelle;;"<ul style=""padding-left: 15px;""><li>16 Gurten-Gartenstadt</li><li>19 Elfenau</li></ul>";8590000;1197300.077;2600025.043
416;Jurablick;Haltestelle;;"<ul style=""padding-left: 15px;""><li>16 Köniz Zentrum</li><li>19 Elfenau</li></ul>";8590000;1197309.227;2600021.018
417;Ka-We-De;Haltestelle;;"<ul style=""padding-left: 15px;""><li>19 Blinzern</li></ul>";8590060;1198409.67;2600671.535
418;Ka-We-De;Haltestelle;;"<ul style=""padding-left: 15px;""><li>19 Elfenau</li></ul>";8590060;1198400.988;2600659.343
419;Kalchacker;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Bremgarten Seftau</li></ul>";8589022;1202714.098;2599944.122
420;Kalchacker;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Ittigen Talgut-Zentrum</li></ul>";8589022;1202691.098;2599953.122
421;Känelgasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Ittigen Talgut-Zentrum</li></ul>";8589039;1204291.1;2600549.114
422;Känelgasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Bremgarten Seftau</li></ul>";8589039;1204297.1;2600545.115
423;Kappelenring, Nord;Haltestelle;;"<ul style=""padding-left: 15px;""><li>101 Schlossmatt</li></ul>";8571354;1201834.076;2595269.709
424;Kappelenring, Ost;Haltestelle;;"<ul style=""padding-left: 15px;""><li>101 Schlossmatt</li></ul>";8571356;1201643.969;2595424.714
425;Kappelenring, West;Haltestelle;;"<ul style=""padding-left: 15px;""><li>101 Schlossmatt</li></ul>";8571355;1201718.13;2594955.075
426;Kappelisacker;Haltestelle;;"<ul style=""padding-left: 15px;""><li>41 Breitenrain</li><li>43 Kappelisacker</li></ul>";8508076;1203569.101;2603008.835
427;Kappelisacker;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Allmendingen Käserei</li><li>40 Kappelisacker</li><li>40 Sonnenfeld</li><li>41 Zollikofen</li><li>43 Ittigen Bahnhof</li><li>48 Bolligen Bahnhof</li></ul>";8508076;1203544.065;2602990.389
428;Käsereistrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li><li>332 Belp Bahnhof</li></ul>";8588265;1193408.122;2604868.817
429;Käsereistrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li><li>332 Belp Aemmenmatt</li></ul>";8588265;1193405.344;2604885.486
430;Kasernenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Kappelisacker</li></ul>";8576991;1200431.865;2601674.219
431;Kasernenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Allmendingen Käserei</li><li>40 Sonnenfeld</li></ul>";8576991;1200402.835;2601642.125
432;Kaufdorf Bahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>166 Wichtrach Dorfplatz</li></ul>";"8581071
";1187401.04;2604819.896
433;Kaufmännischer Verband;Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Worb Dorf</li><li>7 Ostring</li><li>8 Saali</li></ul>";8590009;1199401.827;2599256.774
434;Kaufmännischer Verband;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Köniz Weiermatt</li><li>7 Bümpliz</li><li>8 Brünnen Westside Bahnhof</li></ul>";8590009;1199391.279;2599044.701
435;Kiesen Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>167 Münsingen, Bahnhof</li></ul>";8588564;1185397.785;2611331.568
436;Kiesen Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>167 Oberdiessbach Bahnhof</li></ul>";8588564;1185384.353;2611323.015
437;Kipfgasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>36 Münchenbuchsee, Hüslimoos</li></ul>";8576976;1207583.532;2601076.411
438;Kipfgasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>36 Breitenrain</li></ul>";8576976;1207579.035;2601069.003
439;Kirchdorf  Post;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Münsingen, Bahnhof</li><li>166 Kaufdorf Bahnhof</li><li>166 Wichtrach Dorfplatz</li></ul>";8507714;1185524.59;2608413.3
440;Kirchdorf Dorfstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Kirchdorf  Post</li><li>166 Wichtrach Dorfplatz</li></ul>";8580568;1185548.813;2608162.937
441;Kirche;Haltestelle;;"<ul style=""padding-left: 15px;""><li>36 Münchenbuchsee, Hüslimoos</li></ul>";8508074;1207815.838;2600847.682
442;Kirche;Haltestelle;;"<ul style=""padding-left: 15px;""><li>36 Breitenrain</li></ul>";8508074;1207815.044;2600884.195
443;Kirchlindach Friedhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>106 Zollikofen</li></ul>";8571386;1205564.091;2598582.177
444;Kirchlindach Friedhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>106 Bern Bahnhof</li></ul>";8571386;1205575.092;2598580.176
445;Kirchlindach Heimenhaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>106 Bern Bahnhof</li></ul>";8571384;1204688.108;2597971.155
446;Kirchlindach Heimenhaus;Haltestelle;;"<ul style=""padding-left: 15px;""><li>106 Zollikofen</li></ul>";8571384;1204701.108;2597982.155
447;Kirchlindach Jetzikofenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>106 Zollikofen</li></ul>";8571385;1205283.107;2597849.16
448;Kirchlindach Jetzikofenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>106 Bern Bahnhof</li></ul>";8571385;1205297.107;2597843.16
449;Kirchlindach Post;Haltestelle;;"<ul style=""padding-left: 15px;""><li>106 Bern Bahnhof</li></ul>";8507777;1205438.097;2598221.171
450;Kirchlindach Post;Haltestelle;;"<ul style=""padding-left: 15px;""><li>106 Zollikofen</li></ul>";8507777;1205425.097;2598226.171
451;Klein-Wabern;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Brünnen Westside Bahnhof</li><li>22 Wabern Lindenweg</li><li>29 Niederwangen Bahnhof</li><li>29 Wabern Lindenweg</li></ul>";8581306;1196889.207;2601655.395
452;Kocherpark;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Bern Bahnhof</li></ul>";8579897;1199404.647;2599742.852
453;Kocherpark;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Köniz Weiermatt</li></ul>";8579897;1199437.296;2599545.439
454;Kocherpark;Haltestelle;;"<ul style=""padding-left: 15px;""><li>3 Weissenbühl</li><li>6 Fischermätteli</li><li>7 Bümpliz</li><li>8 Brünnen Westside Bahnhof</li></ul>";8579897;1199423.302;2599645.049
455;Kocherpark;Haltestelle;;"<ul style=""padding-left: 15px;""><li>3 Bern Bahnhof</li><li>6 Worb Dorf</li><li>7 Ostring</li><li>8 Saali</li></ul>";8579897;1199414.191;2599675.894
456;Köniz Bahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Brünnen Westside Bahnhof</li><li>29 Niederwangen Bahnhof</li></ul>";8580927;1197071.806;2598222.656
457;Köniz Bahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Wabern Lindenweg</li><li>29 Wabern Lindenweg</li></ul>";8580927;1197074.542;2598234.482
458;Köniz Leen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Brünnen Westside Bahnhof</li><li>29 Niederwangen Bahnhof</li></ul>";8590095;1196671.109;2596621.875
459;Köniz Leen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Wabern Lindenweg</li><li>29 Wabern Lindenweg</li></ul>";8590095;1196658.102;2596624.111
460;Köniz Schliern;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Köniz Schliern</li><li>10 Ostermundigen Rüti</li></ul>";8595932;1195280.019;2598266.604
461;Köniz Schloss;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Köniz Schliern</li></ul>";8571415;1196576.935;2598110.11
462;Köniz Schloss;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Ostermundigen Rüti</li></ul>";8571415;1196631.324;2598072.284
463;Köniz Weiermatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Köniz Weiermatt</li></ul>";8590098;1196812.471;2597980.962
464;Köniz Weiermatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Bern Bahnhof</li><li>22 Wabern Lindenweg</li><li>29 Wabern Lindenweg</li></ul>";8590098;1196776.804;2597980.316
465;Köniz Weiermatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Brünnen Westside Bahnhof</li><li>29 Niederwangen Bahnhof</li></ul>";8590098;1196773.036;2597963.028
466;Köniz Zentrum;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Ostermundigen Rüti</li></ul>";8571414;1196936.999;2598227.284
467;Köniz Zentrum;Haltestelle;;"<ul style=""padding-left: 15px;""><li>16 Gurten-Gartenstadt</li><li>16 Köniz Zentrum</li></ul>";8571414;1196833.028;2598213.712
468;Köniz Zentrum;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Köniz Schliern</li></ul>";8571414;1196939.968;2598208.4
469;Konolfingen Bahnhof;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li><li>160 Konolfingen Dorf</li></ul>";8588253;1192214.653;2613936.929
470;Konolfingen Brunnhaldenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li></ul>";8589265;1192880.79;2614416.198
471;Konolfingen Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li></ul>";8588705;1193391.395;2614789.031
472;Konolfingen Grünegg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li></ul>";8588706;1192515.807;2614122.62
473;Konolfingen Grünegg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li></ul>";8588706;1192526.052;2614120.488
474;Konolfingen Haldenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li></ul>";8588254;1191968.495;2613537.759
475;Konolfingen Haldenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li></ul>";8588254;1191977.604;2613537.133
476;Konolfingen Ursellen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Konolfingen Dorf</li></ul>";8588255;1191849.207;2612768.525
477;Konolfingen Ursellen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>160 Bern Flughafen</li></ul>";8588255;1191858.177;2612760.807
478;Kräyigen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Allmendingen Käserei</li><li>40 Sonnenfeld</li></ul>";8577022;1197196.996;2604641.082
479;Kräyigen;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Kappelisacker</li></ul>";8577022;1197195.996;2604675.082
480;Kunoweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>21 Bremgarten</li></ul>";8590068;1202720.587;2599609.995
481;Kunoweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>21 Bern Bahnhof</li></ul>";8590068;1202708.183;2599674.352
482;Kursaal;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Köniz Schliern</li><li>9 Wabern</li></ul>";8590020;1200205.276;2600831.778
483;Kursaal;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Ostermundigen Rüti</li><li>9 Wankdorf Bahnhof</li></ul>";8590020;1200202.347;2600840.524
484;Ländli;Haltestelle;;"<ul style=""padding-left: 15px;""><li>33 Bremgarten Seftau</li><li>33 Ittigen Talgut-Zentrum</li></ul>";8589023;1202414.096;2599601.127
485;Landorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Wabern Lindenweg</li><li>29 Wabern Lindenweg</li></ul>";8590096;1196537.206;2597304.772
486;Landorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Brünnen Westside Bahnhof</li><li>29 Niederwangen Bahnhof</li></ul>";8590096;1196547.566;2597292.36
487;Langenloh;Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Worb Dorf</li></ul>";8507055;1197386.879;2607975.773
488;Langenloh;Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Fischermätteli</li></ul>";8507055;1197382.758;2608001.091
489;Länggasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>20 Länggasse</li><li>20 Wankdorf Bahnhof</li></ul>";8571359;1200558.228;2599061.357
490;Länggasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>107 Uettligen Dorf</li></ul>";8571359;1200558.055;2599032.624
491;Länggasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>107 Bern Bahnhof</li></ul>";8571359;1200514.794;2599102.954
492;Läuferplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>30 Bern Bahnhof</li></ul>";8590120;1199790.626;2601452.752
493;Leimere bei Mühleberg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Brünnen Westside</li></ul>";8581023;1200553.675;2589274.852
494;Leimere bei Mühleberg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Mühleberg, Post</li></ul>";8581023;1200552.884;2589281.682
495;Lerbermatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Brünnen Westside Bahnhof</li><li>29 Niederwangen Bahnhof</li></ul>";8590100;1197762.649;2599780.777
496;Lerbermatt;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Wabern Lindenweg</li><li>29 Wabern Lindenweg</li></ul>";8590100;1197747.979;2599798.669
497;Liebefeld Park;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Köniz Schliern</li></ul>";8590059;1197762.81;2598623.143
498;Liebefeld Park;Haltestelle;;"<ul style=""padding-left: 15px;""><li>10 Ostermundigen Rüti</li></ul>";8590059;1197756.058;2598635.075
499;Liebegg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Holligen</li></ul>";8590035;1199294.591;2601528.548
500;Liebegg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>12 Zentrum Paul Klee</li></ul>";8590035;1199277.837;2601582.886
501;Linde;Haltestelle;;"<ul style=""padding-left: 15px;""><li>46 Habstetten Rössli</li><li>48 Bolligen Bahnhof</li></ul>";8589029;1203723.088;2604936.851
502;Lindenhofspital;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Bern Hauptbahnhof (PostAuto)</li><li>103 Bern Bahnhof</li><li>104 Bern Bahnhof</li><li>106 Bern Bahnhof</li></ul>";8583222;1200898.059;2599127.855
503;Lindenhofspital;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Säriswil Wendeplatz</li><li>103 Neufeld P+R</li><li>104 Wahlendorf</li><li>106 Zollikofen</li></ul>";8583222;1200892.437;2599133.115
504;Lindenweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>36 Breitenrain</li></ul>";8590087;1207641.077;2600165.981
505;Löchligut;Haltestelle;;"<ul style=""padding-left: 15px;""><li>36 Breitenrain</li></ul>";8576985;1202143.037;2602355.092
506;Löchligut;Haltestelle;;"<ul style=""padding-left: 15px;""><li>36 Münchenbuchsee, Hüslimoos</li></ul>";8576985;1202146.036;2602362.092
507;Lorraine;Haltestelle;;"<ul style=""padding-left: 15px;""><li>20 Wankdorf Bahnhof</li></ul>";8588996;1200727.501;2600645.727
508;Lorraine;Haltestelle;;"<ul style=""padding-left: 15px;""><li>20 Länggasse</li></ul>";8588996;1200716.509;2600627.84
509;Loryplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Bern Bahnhof</li></ul>";8590041;1199246.056;2598694.322
510;Loryplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>17 Köniz Weiermatt</li></ul>";8590041;1199225.619;2598663.029
511;Loryplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>7 Bümpliz</li><li>8 Brünnen Westside Bahnhof</li></ul>";8590041;1199282.36;2598647.21
512;Loryplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>7 Ostring</li><li>8 Saali</li></ul>";8590041;1199275.679;2598677.472
513;Luisenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>7 Ostring</li><li>8 Saali</li></ul>";8590006;1199028.087;2601109.651
514;Luisenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Fischermätteli</li><li>7 Bümpliz</li><li>8 Brünnen Westside Bahnhof</li></ul>";8590006;1199039.889;2601114.281
515;Luternauweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>19 Elfenau</li></ul>";8588997;1198204.755;2602157.43
516;Luternauweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>19 Blinzern</li></ul>";8588997;1198247.955;2602130.414
517;Lutertal;Haltestelle;;"<ul style=""padding-left: 15px;""><li>47 Mannenberg</li></ul>";8589015;1202994.626;2604127.226
518;Lutertal;Haltestelle;;"<ul style=""padding-left: 15px;""><li>47 Bolligen Bahnhof</li><li>48 Bolligen Bahnhof</li></ul>";8589015;1202981.473;2604126.673
519;Mannenberg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>47 Mannenberg</li></ul>";8589033;1203120.358;2603842.795
520;Mannenberg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>47 Bolligen Bahnhof</li><li>48 Bolligen Bahnhof</li></ul>";8589033;1203121.309;2603869.866
521;Manuelstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>19 Blinzern</li></ul>";8588998;1198125.112;2602402.213
522;Manuelstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>19 Elfenau</li></ul>";8588998;1198111.106;2602445.572
523;Markuskirche;Haltestelle;;"<ul style=""padding-left: 15px;""><li>20 Länggasse</li><li>41 Breitenrain</li></ul>";8576997;1201383.799;2601299.221
524;Markuskirche;Haltestelle;;"<ul style=""padding-left: 15px;""><li>20 Wankdorf Bahnhof</li><li>41 Zollikofen</li></ul>";8576997;1201417.468;2601445.808
525;Marzilistrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>30 Bern Bahnhof</li></ul>";8590114;1199066.069;2600354.582
526;Meikirch Feld;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Wahlendorf</li></ul>";8571379;1206357.98;2593965.831
527;Meikirch Feld;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Bern Bahnhof</li></ul>";8571379;1206329.193;2593947.769
528;Meikirch Gassacker;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Bern Bahnhof</li></ul>";8571377;1206712.541;2594739.993
529;Meikirch Gassacker;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Wahlendorf</li></ul>";8571377;1206743.053;2594761.086
530;Meikirch Käserei;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Wahlendorf</li></ul>";8507710;1206473.04;2594294.943
531;Meikirch Käserei;Haltestelle;;"<ul style=""padding-left: 15px;""><li>104 Bern Bahnhof</li></ul>";8507710;1206463.693;2594300.306
532;Melchenbühl (Bus);Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Gümligen, Bahnhof (Tram)</li><li>44 Sonnenfeld</li></ul>";8577013;1198240.825;2604541.777
533;Melchenbühl (Bus);Haltestelle;;"<ul style=""padding-left: 15px;""><li>44 Bolligen Bahnhof</li></ul>";8577013;1198265.705;2604583.121
534;Melchenbühl (Tram);Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Fischermätteli</li></ul>";8507052;1198217.495;2604530.599
535;Melchenbühl (Tram);Haltestelle;;"<ul style=""padding-left: 15px;""><li>6 Worb Dorf</li></ul>";8507052;1198218.121;2604546.766
536;Melchiorstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>101 Bern Bahnhof</li></ul>";8583205;1200059.385;2596451.44
537;Melchiorstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>101 Schlossmatt</li></ul>";8583205;1200125.265;2596446.422
538;Meriedweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Brunnadernstrasse</li></ul>";8590106;1196772.059;2595104.081
539;Meriedweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>31 Niederwangen Erle</li></ul>";8590106;1196774.059;2595072.088
540;Milchstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>28 Wankdorf Bahnhof</li></ul>";8590088;1201070.908;2603379.38
541;Milchstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>28 Weissenbühl Bahnhof</li></ul>";8590088;1201027.836;2603329.737
542;Mittelstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Säriswil Wendeplatz</li><li>103 Neufeld P+R</li><li>104 Wahlendorf</li><li>106 Zollikofen</li><li>107 Uettligen Dorf</li><li>20 Länggasse</li></ul>";8571358;1200264.813;2599513.544
543;Mittelstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Bern Hauptbahnhof (PostAuto)</li><li>103 Bern Bahnhof</li><li>104 Bern Bahnhof</li><li>106 Bern Bahnhof</li><li>107 Bern Bahnhof</li><li>20 Wankdorf Bahnhof</li></ul>";8571358;1200198.364;2599561.411
544;Monbijou;Haltestelle;D;"<ul style=""padding-left: 15px;""><li>10 Köniz Schliern</li></ul>";8589991;1199171.665;2599771.649
545;Monbijou;Haltestelle;A;"<ul style=""padding-left: 15px;""><li>19 Elfenau</li><li>9 Wankdorf Bahnhof</li></ul>";8589991;1199161.449;2599803.488
546;Monbijou;Haltestelle;C;"<ul style=""padding-left: 15px;""><li>10 Ostermundigen Rüti</li></ul>";8589991;1199171.217;2599786.869
547;Monbijou;Haltestelle;B;"<ul style=""padding-left: 15px;""><li>19 Blinzern</li><li>9 Wabern</li></ul>";8589991;1199134.169;2599788.12
548;Monbijoubrücke;Haltestelle;;"<ul style=""padding-left: 15px;""><li>28 Weissenbühl Bahnhof</li><li>31 Niederwangen Erle</li></ul>";8590076;1198756.047;2600134.069
549;Monbijoubrücke;Haltestelle;;"<ul style=""padding-left: 15px;""><li>28 Wankdorf Bahnhof</li><li>31 Brunnadernstrasse</li></ul>";8590076;1198731.225;2600160.201
551;Moosstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>40 Sonnenfeld</li></ul>";8595603;1197418.506;2604889.42
552;Moosweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Wabern Lindenweg</li></ul>";8502904;1198110.064;2594966.551
553;Moosweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Brünnen Westside Bahnhof</li></ul>";8502904;1198097.426;2594981.831
554;Morgartenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>20 Wankdorf Bahnhof</li></ul>";8588999;1201476.391;2601613.399
555;Morgartenstrasse;Haltestelle;;"<ul style=""padding-left: 15px;""><li>20 Länggasse</li></ul>";8588999;1201491.529;2601601.473
556;Morillon;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Wabern Lindenweg</li><li>29 Wabern Lindenweg</li></ul>";8590101;1197642.479;2600413.456
557;Morillon;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Brünnen Westside Bahnhof</li><li>29 Niederwangen Bahnhof</li></ul>";8590101;1197659.84;2600393.995
558;Möriswil Abzweigung;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Bern Hauptbahnhof (PostAuto)</li></ul>";8571366;1204656.146;2593953.127
559;Möriswil Abzweigung;Haltestelle;;"<ul style=""padding-left: 15px;""><li>102 Säriswil Wendeplatz</li></ul>";8571366;1204674.147;2593931.128
560;Mösliweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Wabern Lindenweg</li><li>29 Wabern Lindenweg</li></ul>";8590097;1196629.784;2597675.791
561;Mösliweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>22 Brünnen Westside Bahnhof</li><li>29 Niederwangen Bahnhof</li></ul>";8590097;1196621.28;2597613.006
562;Mühleberg, Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Brünnen Westside</li></ul>";8571456;1200378.107;2586496.554
563;Mühleberg, Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Mühleberg, Post</li></ul>";8571456;1200380.218;2586483.086
564;Mühleberg, Post;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Mühleberg, Post</li></ul>";8504993;1200203.562;2586338.625
565;Mühleberg, Post;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Brünnen Westside</li></ul>";8504993;1200123.693;2586306.933
566;Mühleberg, Säge;Haltestelle;;"<ul style=""padding-left: 15px;""><li>570 Brünnen Westside</li><li>570 Mühleberg, Post</li></ul>";8571457;1200855.16;2587343.67
567;Mühledorf Rüsch;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Münsingen, Bahnhof</li><li>166 Kaufdorf Bahnhof</li><li>166 Wichtrach Dorfplatz</li></ul>";8571629;1186870.43;2607492.205
568;Mühledorf, Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Münsingen, Bahnhof</li><li>166 Kaufdorf Bahnhof</li></ul>";8507715;1186433.629;2607651.847
569;Mühledorf, Dorf;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Kirchdorf  Post</li><li>166 Wichtrach Dorfplatz</li></ul>";8507715;1186362.975;2607627.313
570;Mühledorf, Müliacher;Haltestelle;;"<ul style=""padding-left: 15px;""><li>165 Kirchdorf  Post</li><li>166 Wichtrach Dorfplatz</li></ul>";8581910;1186684.217;2607441.528
571;Mühlenplatz;Haltestelle;;"<ul style=""padding-left: 15px;""><li>30 Bern Bahnhof</li></ul>";8590112;1199614.657;2601382.769
572;Münchenbuchsee, Hüslimoos;Haltestelle;;"<ul style=""padding-left: 15px;""><li>36 Breitenrain</li><li>36 Münchenbuchsee, Hüslimoos</li></ul>";8508073;1207690.262;2599872.99
573;Münsingen, Aarweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578963;1191459.732;2608440.995
574;Münsingen, Aarweg;Haltestelle;;"<ul style=""padding-left: 15px;""><li>163 Münsingen, Bahnhof</li></ul>";8578963;1191471.576;2608444.713
